P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
,,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,1B,Greg Bird (15272767),Greg Bird,15272767,1B,3200,TEX@HOU 09/03/2020 02:10PM ET,TEX,0
,,,,,,,,,,,2B/OF,Nick Solak (15272728),Nick Solak,15272728,2B/OF,3100,TEX@HOU 09/03/2020 02:10PM ET,TEX,6.65
,,,,,,,,,,,C,Victor Caratini (15272730),Victor Caratini,15272730,C,3000,CHC@PIT 09/03/2020 01:35PM ET,CHC,4.15
,,,,,,,,,,,1B/OF,Aledmys Diaz (15272731),Aledmys Diaz,15272731,1B/OF,3000,TEX@HOU 09/03/2020 02:10PM ET,HOU,1.67
,,,,,,,,,,,3B/OF,JT Riddle (15272734),JT Riddle,15272734,3B/OF,2900,CHC@PIT 09/03/2020 01:35PM ET,PIT,3.15
,,,,,,,,,,,2B,Jason Kipnis (15272736),Jason Kipnis,15272736,2B,2800,CHC@PIT 09/03/2020 01:35PM ET,CHC,5.64
,,,,,,,,,,,OF,Cole Tucker (15272737),Cole Tucker,15272737,OF,2800,CHC@PIT 09/03/2020 01:35PM ET,PIT,4.37
,,,,,,,,,,,C,Jose Trevino (15272733),Jose Trevino,15272733,C,2800,TEX@HOU 09/03/2020 02:10PM ET,TEX,5.47
,,,,,,,,,,,3B,Ke'Bryan Hayes (15272739),Ke'Bryan Hayes,15272739,3B,2700,CHC@PIT 09/03/2020 01:35PM ET,PIT,12.5
,,,,,,,,,,,SS,Elvis Andrus (15272738),Elvis Andrus,15272738,SS,2700,TEX@HOU 09/03/2020 02:10PM ET,TEX,5
,,,,,,,,,,,OF,Shin-Soo Choo (15272741),Shin-Soo Choo,15272741,OF,2700,TEX@HOU 09/03/2020 02:10PM ET,TEX,6.70
,,,,,,,,,,,C/OF,Blake Swihart (15272768),Blake Swihart,15272768,C/OF,2700,TEX@HOU 09/03/2020 02:10PM ET,TEX,0
,,,,,,,,,,,3B/OF,Jose Osuna (15272742),Jose Osuna,15272742,3B/OF,2600,CHC@PIT 09/03/2020 01:35PM ET,PIT,2.94
,,,,,,,,,,,C,Garrett Stubbs (15272740),Garrett Stubbs,15272740,C,2600,TEX@HOU 09/03/2020 02:10PM ET,HOU,0.58
,,,,,,,,,,,OF,Socrates Brito (15272770),Socrates Brito,15272770,OF,2500,CHC@PIT 09/03/2020 01:35PM ET,PIT,0
,,,,,,,,,,,C,John Ryan Murphy (15272744),John Ryan Murphy,15272744,C,2400,CHC@PIT 09/03/2020 01:35PM ET,PIT,2.4
,,,,,,,,,,,2B/OF,Kevin Kramer (15272771),Kevin Kramer,15272771,2B/OF,2400,CHC@PIT 09/03/2020 01:35PM ET,PIT,0
,,,,,,,,,,,C,Luke Maile (15272773),Luke Maile,15272773,C,2400,CHC@PIT 09/03/2020 01:35PM ET,PIT,0
,,,,,,,,,,,2B/SS,Ji-Hwan Bae (15272774),Ji-Hwan Bae,15272774,2B/SS,2400,CHC@PIT 09/03/2020 01:35PM ET,PIT,0
,,,,,,,,,,,2B/SS,Rodolfo Castro (15272776),Rodolfo Castro,15272776,2B/SS,2400,CHC@PIT 09/03/2020 01:35PM ET,PIT,0
,,,,,,,,,,,C,Christian Kelley (15272778),Christian Kelley,15272778,C,2400,CHC@PIT 09/03/2020 01:35PM ET,PIT,0
,,,,,,,,,,,OF,Travis Swaggerty (15272779),Travis Swaggerty,15272779,OF,2400,CHC@PIT 09/03/2020 01:35PM ET,PIT,0
,,,,,,,,,,,1B/OF,Mason Martin (15272780),Mason Martin,15272780,1B/OF,2400,CHC@PIT 09/03/2020 01:35PM ET,PIT,0
,,,,,,,,,,,SS,Oneil Cruz (15272782),Oneil Cruz,15272782,SS,2400,CHC@PIT 09/03/2020 01:35PM ET,PIT,0
,,,,,,,,,,,OF,Jared Oliva (15272783),Jared Oliva,15272783,OF,2400,CHC@PIT 09/03/2020 01:35PM ET,PIT,0
,,,,,,,,,,,1B,Will Craig (15272784),Will Craig,15272784,1B,2400,CHC@PIT 09/03/2020 01:35PM ET,PIT,0
,,,,,,,,,,,OF,Jason Martin (15272785),Jason Martin,15272785,OF,2400,CHC@PIT 09/03/2020 01:35PM ET,PIT,2
,,,,,,,,,,,3B,Abraham Toro (15272745),Abraham Toro,15272745,3B,2400,TEX@HOU 09/03/2020 02:10PM ET,HOU,4.59
,,,,,,,,,,,2B,Anderson Tejeda (15272746),Anderson Tejeda,15272746,2B,2400,TEX@HOU 09/03/2020 02:10PM ET,TEX,6.5
,,,,,,,,,,,3B,David Bote (15272748),David Bote,15272748,3B,2300,CHC@PIT 09/03/2020 01:35PM ET,CHC,6.37
,,,,,,,,,,,2B/SS,Hernan Perez (15272787),Hernan Perez,15272787,2B/SS,2300,CHC@PIT 09/03/2020 01:35PM ET,CHC,1
,,,,,,,,,,,OF,Eli White (15272747),Eli White,15272747,OF,2300,TEX@HOU 09/03/2020 02:10PM ET,TEX,0
,,,,,,,,,,,1B,Taylor Jones (15272786),Taylor Jones,15272786,1B,2300,TEX@HOU 09/03/2020 02:10PM ET,HOU,5
,,,,,,,,,,,OF,Jason Heyward (15272749),Jason Heyward,15272749,OF,2200,CHC@PIT 09/03/2020 01:35PM ET,CHC,7.93
,,,,,,,,,,,2B/3B,Nico Hoerner (15272751),Nico Hoerner,15272751,2B/3B,2200,CHC@PIT 09/03/2020 01:35PM ET,CHC,4.47
,,,,,,,,,,,SS,Zack Short (15272789),Zack Short,15272789,SS,2200,CHC@PIT 09/03/2020 01:35PM ET,CHC,0
,,,,,,,,,,,C,Dustin Garneau (15272750),Dustin Garneau,15272750,C,2200,TEX@HOU 09/03/2020 02:10PM ET,HOU,4.4
,,,,,,,,,,,2B,Andy Ibanez (15272790),Andy Ibanez,15272790,2B,2200,TEX@HOU 09/03/2020 02:10PM ET,TEX,0
,,,,,,,,,,,OF,Steven Souza Jr. (15272753),Steven Souza Jr.,15272753,OF,2100,CHC@PIT 09/03/2020 01:35PM ET,CHC,5.2
,,,,,,,,,,,C,Josh Phegley (15272801),Josh Phegley,15272801,C,2100,CHC@PIT 09/03/2020 01:35PM ET,CHC,2.36
,,,,,,,,,,,OF,Albert Almora Jr. (15272802),Albert Almora Jr.,15272802,OF,2100,CHC@PIT 09/03/2020 01:35PM ET,CHC,1.25
,,,,,,,,,,,OF,Mark Zagunis (15272804),Mark Zagunis,15272804,OF,2100,CHC@PIT 09/03/2020 01:35PM ET,CHC,0
,,,,,,,,,,,2B,Daniel Descalso (15272805),Daniel Descalso,15272805,2B,2100,CHC@PIT 09/03/2020 01:35PM ET,CHC,0
,,,,,,,,,,,C,P.J. Higgins (15272806),P.J. Higgins,15272806,C,2100,CHC@PIT 09/03/2020 01:35PM ET,CHC,0
,,,,,,,,,,,C,Miguel Amaya (15272807),Miguel Amaya,15272807,C,2100,CHC@PIT 09/03/2020 01:35PM ET,CHC,0
,,,,,,,,,,,OF,Brennen Davis (15272808),Brennen Davis,15272808,OF,2100,CHC@PIT 09/03/2020 01:35PM ET,CHC,0
,,,,,,,,,,,3B,Christopher Morel (15272809),Christopher Morel,15272809,3B,2100,CHC@PIT 09/03/2020 01:35PM ET,CHC,0
,,,,,,,,,,,1B,Ronald Guzman (15272754),Ronald Guzman,15272754,1B,2100,TEX@HOU 09/03/2020 02:10PM ET,TEX,8.67
,,,,,,,,,,,C,Jamie Ritchie (15272791),Jamie Ritchie,15272791,C,2100,TEX@HOU 09/03/2020 02:10PM ET,HOU,0
,,,,,,,,,,,OF,Jake Meyers (15272792),Jake Meyers,15272792,OF,2100,TEX@HOU 09/03/2020 02:10PM ET,HOU,0
,,,,,,,,,,,2B/SS,Alex De Goti (15272793),Alex De Goti,15272793,2B/SS,2100,TEX@HOU 09/03/2020 02:10PM ET,HOU,0
,,,,,,,,,,,2B/3B,Nick Tanielu (15272795),Nick Tanielu,15272795,2B/3B,2100,TEX@HOU 09/03/2020 02:10PM ET,HOU,0
,,,,,,,,,,,C,Michael Papierski (15272797),Michael Papierski,15272797,C,2100,TEX@HOU 09/03/2020 02:10PM ET,HOU,0
,,,,,,,,,,,OF,Ronnie Dawson (15272798),Ronnie Dawson,15272798,OF,2100,TEX@HOU 09/03/2020 02:10PM ET,HOU,0
,,,,,,,,,,,OF,Chas McCormick (15272799),Chas McCormick,15272799,OF,2100,TEX@HOU 09/03/2020 02:10PM ET,HOU,0
,,,,,,,,,,,C,Colton Shaver (15272800),Colton Shaver,15272800,C,2100,TEX@HOU 09/03/2020 02:10PM ET,HOU,0
,,,,,,,,,,,C,Tim Federowicz (15272803),Tim Federowicz,15272803,C,2100,TEX@HOU 09/03/2020 02:10PM ET,TEX,0
,,,,,,,,,,,OF,Leody Taveras (15272755),Leody Taveras,15272755,OF,2000,TEX@HOU 09/03/2020 02:10PM ET,TEX,5.33
,,,,,,,,,,,2B/OF,Yadiel Rivera (15272756),Yadiel Rivera,15272756,2B/OF,2000,TEX@HOU 09/03/2020 02:10PM ET,TEX,1.25
,,,,,,,,,,,OF,Scott Heineman (15272758),Scott Heineman,15272758,OF,2000,TEX@HOU 09/03/2020 02:10PM ET,TEX,3.64
,,,,,,,,,,,OF,Willie Calhoun (15272810),Willie Calhoun,15272810,OF,2000,TEX@HOU 09/03/2020 02:10PM ET,TEX,3.39
,,,,,,,,,,,3B,Josh Jung (15272811),Josh Jung,15272811,3B,2000,TEX@HOU 09/03/2020 02:10PM ET,TEX,0
,,,,,,,,,,,C,Nick Ciuffo (15272812),Nick Ciuffo,15272812,C,2000,TEX@HOU 09/03/2020 02:10PM ET,TEX,0
,,,,,,,,,,,C,Sam Huff (15272813),Sam Huff,15272813,C,2000,TEX@HOU 09/03/2020 02:10PM ET,TEX,0
,,,,,,,,,,,3B,Sherten Apostel (15272814),Sherten Apostel,15272814,3B,2000,TEX@HOU 09/03/2020 02:10PM ET,TEX,0
,,,,,,,,,,,OF,Adolis Garcia (15272815),Adolis Garcia,15272815,OF,2000,TEX@HOU 09/03/2020 02:10PM ET,TEX,0.67
,,,,,,,,,,,1B/OF,Rob Refsnyder (15272816),Rob Refsnyder,15272816,1B/OF,2000,TEX@HOU 09/03/2020 02:10PM ET,TEX,2.4
